# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
 7473257 35.21127 35.21127 35.21127   30.10 -122.53    7.77  171.97  171.97 1.5296e+12 1.5296e+12 300.22958 82.25695 1.00000 3.8123e+10 3.8123e+10  5085183       -1       -1
 7466587 35.29027 34.59406 34.48997  -35.40  -85.76  105.75    8.77    8.76 8.3028e+07 8.5103e+07 11.36761 1.69063 0.92030  309.36   20731      586  7467464  7467464
 7466595 35.23199 34.81975 34.24265  -52.81   -8.11  102.01   10.04   10.04 1.4052e+08 1.4731e+08 13.54648 1.65316 1.00000  849.61   43579      969       -1       -1
 7466631 35.18917 34.78986 34.43042  -30.66  -71.22   33.58    8.44    8.66 4.8986e+07 6.1967e+07 9.53380 1.35903 0.89380  112.33  9841.2      327       -1       -1
 7466632 35.17461 34.81810 34.45993  -16.06  -43.74   49.12    8.22    8.64 2.7606e+07 5.2009e+07 7.87606 0.86623 0.41900  37.349  4378.8      165       -1       -1
 7466635 35.17914 34.79148 34.46838  -29.85  -44.83   38.72   19.27   18.16 8.1282e+08 1.0854e+09 24.31831 2.30969 0.44560   24702 5.1938e+05     6735       -1       -1
 7466646 35.34810 34.71380 34.49854  -23.00  -78.28   -2.45    9.73   11.22 4.8042e+07 2.2627e+08 9.47183 1.13367 0.31610  108.21  9574.6      295  7467402  7467464
 7466652 35.36741 34.80044 34.49028   34.33 -202.09  139.33   10.33   12.71 5.2577e+07 1.4244e+08 9.76197 0.99836 0.58830  128.67   10875      308  7467402  7467464
 7466678 35.31904 34.72662 34.50655  -91.09  -61.67   82.19   10.92   10.56 9.0775e+07 1.6549e+08 11.71127 1.47431 0.56180  367.16   23513      745  7467402  7467464
 7466685 35.45346 34.61017 34.47407   -4.88  -75.18  109.62   11.54   11.54 1.8831e+08 2.0897e+08 14.93662 2.03463 1.00000  1490.4   65884     1208       -1       -1
 7466720 35.33563 34.76244 34.46742  -58.98   19.21  107.37   15.95   15.87 3.2789e+08 5.1853e+08 17.96901 2.56252 0.90700  4322.6 1.4416e+05     2427  7467345  7467464
 7466760 35.45942 34.71989 34.42027   24.09 -113.56  217.74   10.30   10.36 1.2331e+08 1.5653e+08 12.96901 1.31230 0.98670  661.11   36237      994  7467464  7467464
 7466763 35.48356 34.71448 34.40354   34.73 -130.83  210.19   11.10   11.10 1.9761e+08 2.0648e+08 15.17746 1.98772 1.00000  1634.9   70522     1377       -1       -1
 7466768 35.23724 34.58914 34.45910   41.56  -55.87  197.71    9.67   10.78 7.8479e+07 1.2066e+08 11.15634 1.51266 0.41900  277.64   19145      444       -1       -1
 7466773 35.29946 34.66383 34.51359   13.88  -30.94  212.91    9.46   10.22 2.3831e+07 6.0836e+07 7.49859 0.46375 0.32930  28.162  3557.9      166  7467464  7467464
 7466782 35.30308 34.78114 34.34372   41.59 -172.28  190.36    8.76    8.76 5.4085e+07 5.7498e+07 9.85493 1.01791 1.00000  135.85   11318      313       -1       -1
 7466809 35.33034 34.82392 34.21152  -54.10 -115.73  137.46   11.31   12.17 2.2394e+08 2.3624e+08 15.82254 2.25559 0.90700  2078.9   84149     1407  7466810  7466810
 7466810 35.33146 34.81730 34.22013  -44.31 -107.32  150.26   14.26   14.26 8.7268e+08 8.8399e+08 24.90000 12.22393 1.00000   28313 5.7419e+05     3824       -1       -1
 7466811 35.34772 34.80123 34.25814  -55.53  -95.12  147.76   11.16   11.16 2.0915e+08 2.0915e+08 15.46761 1.77802 1.00000  1823.3   76411     1405       -1       -1
 7466817 35.25438 34.83279 34.29694  -38.47 -127.45  161.17   16.12   16.12 8.7493e+08 8.7493e+08 24.92113 4.47563 1.00000   28454 5.7628e+05     5311       -1       -1
 7466820 35.39482 34.81761 34.35496  -14.00 -103.70  153.88   10.07    9.84 5.8817e+07 7.4896e+07 10.13380 0.77856 0.56180  159.59   12741      353       -1       -1
 7466827 35.33966 34.76162 34.38559    3.72  -79.70  214.46    9.79   10.09 5.2577e+07 1.2527e+08 9.76197 0.91626 0.48540  128.67   10875      297  7467464  7467464
 7466831 35.38449 34.72372 34.44252  -14.27 -166.50  151.04    8.43   10.89 2.1366e+07 1.107e+08 7.23099 0.62897 0.31610  22.837  3049.6      177  7467402  7467464
 7466848 35.21915 34.60307 34.35949  136.89 -101.54  133.28    9.95    9.95 1.9718e+08 1.9718e+08 15.16901 2.40777 1.00000  1628.2   70309     1271       -1       -1
 7466873 35.38303 34.63313 34.43166   21.24 -119.46  138.35   11.91   13.65 9.0775e+07 2.7357e+08 11.71127 0.99235 0.47210  367.16   23513     1032  7467464  7467464
 7466888 35.31921 34.79117 34.41808   72.50 -153.74   95.86   13.44   13.31 2.2521e+08 2.8005e+08 15.85493 1.83784 0.82740  2101.5   84823     1695  7467402  7467464
 7466903 35.12583 34.65196 34.49962   60.07  -49.82  135.34   15.58   15.58 4.6451e+08 5.2419e+08 20.18028 2.20196 1.00000  8436.9 2.3573e+05     2843       -1       -1
