# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
24733165 35.84208 35.97700 34.48742  -11.03   58.87   60.65   38.96   40.32 6.1676e+09 1.2293e+10 47.78592 5.74574 0.64140 1.2088e+06 9.0515e+06    36059       -1       -1
24832280 34.62787 35.56045 33.78585  120.63  -30.20   39.09   31.01   31.01 6.1423e+09 6.1423e+09 47.72113 6.49437 1.00000 1.1993e+06 8.9992e+06    30010       -1       -1
24697413 35.17575 34.94635 34.85211  -24.30  218.15    9.59   33.73   33.73 6.0197e+09 9.1272e+09 47.40000 5.74508 1.00000 1.1538e+06 8.7476e+06    39253       -1       -1
24734775 36.11097 36.24170 34.08463  -15.53  -52.94 -128.05   33.33   33.33 5.9732e+09 5.9732e+09 47.27887 6.55021 1.00000 1.1368e+06 8.6527e+06    37065       -1       -1
24747134 36.29037 36.46821 34.06469  118.95   -3.79  -25.58   37.61   37.61 5.8986e+09 5.9095e+09 47.08169 5.32856 1.00000 1.1097e+06 8.501e+06    39903       -1       -1
24881257 35.59437 35.04482 35.80354   93.16  -59.49  -48.84   31.45   31.45 5.8113e+09 7.5914e+09 46.84789 3.79811 1.00000 1.0784e+06 8.3244e+06    33189       -1       -1
24703281 35.70203 34.95906 35.47032  -59.97   21.91  -34.63   36.69   46.52 5.369e+09 1.1096e+10 45.62676 3.77030 0.65470 9.2639e+05 7.4468e+06    38682 24703280 24703280
24943415 33.56080 34.97513 34.08024   84.74  -23.91   69.07   34.13   34.13 5.1775e+09 5.1775e+09 45.07887 4.20898 1.00000 8.6399e+05 7.0755e+06    26948       -1       -1
24705381 35.46007 35.19146 35.18593   -7.56 -149.78 -145.32   35.09   35.56 5.1085e+09 7.5711e+09 44.87746 4.33596 0.89380 1.7915e+06 1.2076e+07    54812 24706808 24706808
24697395 35.15789 34.83613 34.79599  -18.01  171.38    2.18   28.49   28.64 4.9803e+09 5.8525e+09 44.49718 8.20529 0.80080 8.0195e+05 6.699e+06    31516       -1       -1
24699951 34.83417 35.18225 35.01237  132.85   17.37   47.63   42.75   49.87 4.6549e+09 1.8145e+10 43.50845 3.92604 0.69460 9.5645e+06 4.0996e+07    46632       -1       -1
24878838 35.86051 35.07115 36.72962  -15.73   32.01   29.59   28.66   28.66 4.4324e+09 4.4324e+09 42.80423 8.29256 1.00000 6.412e+05 5.6849e+06    23521       -1       -1
24779210 35.74563 35.82621 35.54944   63.40  -90.79   29.61   28.19   28.19 4.3831e+09 4.5188e+09 42.64366 6.11185 1.00000 6.2758e+05 5.596e+06    25283       -1       -1
24905534 35.46576 34.52332 34.78782   -1.23  100.27  -73.29   26.09   26.09 4.2352e+09 4.3563e+09 42.15915 7.24369 1.00000 5.8756e+05 5.3319e+06    24277       -1       -1
24832176 34.67697 35.83827 33.65004  118.38  -33.93   30.26   27.66   27.66 4.1056e+09 4.7702e+09 41.72394 6.55345 1.00000 5.5354e+05 5.1035e+06    22818       -1       -1
24883388 35.62679 33.64683 36.19706   17.99   58.59    4.71   27.28   27.28 3.9183e+09 3.9183e+09 41.08169 6.96345 1.00000 5.0608e+05 4.7784e+06    19928       -1       -1
24879998 36.15648 34.81544 36.10985  -46.82   22.63  -17.32   30.11   30.11 3.8197e+09 4.3606e+09 40.73380 8.48890 1.00000 4.8192e+05 4.6098e+06    20103       -1       -1
24747900 33.97517 35.40276 35.20668   80.41  -42.44   61.52   29.86   29.86 3.7775e+09 5.0478e+09 40.58169 3.06846 1.00000 4.7174e+05 4.5381e+06    22715       -1       -1
24788004 35.52818 35.85727 33.96528  161.67  -38.65   23.41   24.25   24.25 3.6887e+09 3.8746e+09 40.25915 4.98544 1.00000 4.507e+05 4.3886e+06    18609       -1       -1
24829103 34.91214 35.35541 35.97873  162.60  -15.77    3.42   25.71   25.71 3.6634e+09 3.901e+09 40.16901 5.37660 1.00000 4.4477e+05 4.3462e+06    19441       -1       -1
24734380 35.72970 36.17099 34.05844   62.55  -94.55  -51.38   37.64   47.71 3.6113e+09 1.5343e+10 39.97465 5.33041 0.49870 4.327e+05 4.2593e+06    24468 24734379 24734379
24828939 35.09518 35.85314 35.67251  -76.71   -1.74    6.05   25.15   25.15 3.538e+09 3.6755e+09 39.70423 13.02749 1.00000 4.1601e+05 4.138e+06    19879       -1       -1
24700297 35.05545 35.26599 35.10907   13.20  245.70  186.70   35.22   35.52 3.5225e+09 4.3165e+09 39.64930 4.30215 0.86720 6.0939e+05 5.4765e+06    20849 24706808 24706808
24780154 35.33587 35.48869 35.80863   24.92  -95.17    3.34   28.95   28.95 3.4901e+09 3.5231e+09 39.52535 4.81292 1.00000 4.0527e+05 4.0593e+06    19239       -1       -1
24780909 35.64108 35.44399 35.15407  -55.42  -73.17   51.19   30.13   30.13 3.469e+09 3.469e+09 39.44507 4.57349 1.00000 4.0057e+05 4.0247e+06    18685       -1       -1
24767105 36.07821 35.87624 36.01817   38.26  -63.98  -90.56   26.55   26.55 3.4352e+09 3.4352e+09 39.31831 5.55136 1.00000 3.9312e+05 3.9695e+06    19097       -1       -1
24832984 34.10011 36.19776 33.85172   65.38  108.15  144.41   25.69   25.69 3.431e+09 3.4408e+09 39.30141 4.67185 1.00000 3.9219e+05 3.9626e+06    17259       -1       -1
24778071 35.21375 36.33758 35.49821  -18.23   19.78   42.57   30.67   30.67 3.4282e+09 3.4282e+09 39.29155 3.94785 1.00000 3.9157e+05 3.958e+06    18383       -1       -1
24697846 34.95517 35.25669 35.14263  -85.37   -6.46   93.70   34.43   40.98 3.2521e+09 8.331e+09 38.60845 4.53148 0.56180 2.1524e+06 1.3812e+07    22380 24706808 24706808
24879920 35.95586 34.90614 36.30966  -41.47   30.95  -26.80   27.07   27.07 3.2268e+09 3.7143e+09 38.50282 5.55301 1.00000 3.486e+05 3.6342e+06    17994       -1       -1
24780919 35.75806 35.42548 34.97206  -34.75  -37.76   61.13   30.00   30.00 3.0972e+09 3.6945e+09 37.98028 4.29033 1.00000 3.2222e+05 3.4301e+06    16395       -1       -1
24702925 35.48558 35.03869 35.34380 -173.42   31.68   -7.21   24.14   24.25 3.0014e+09 3.0681e+09 37.58873 5.08842 0.98670 3.1643e+05 3.3848e+06    19813 24706808 24706808
24733485 36.05748 36.10000 34.11434  -61.43   32.09  -22.59   29.96   30.41 2.9887e+09 3.8464e+09 37.53521 3.89130 0.84060 3.0091e+05 3.262e+06    23169 24734160 24734160
24705150 35.12256 35.15196 35.20894  240.69  -76.75 -129.69   38.70   45.68 2.9803e+09 1.1953e+10 37.49859 4.10762 0.37920 4.3007e+06 2.2909e+07    21438 24706808 24706808
24906419 35.10910 34.59408 35.27120  152.21  119.71  113.23   26.96   26.96 2.9803e+09 2.9803e+09 37.50000 3.57186 1.00000 2.9928e+05 3.249e+06    16260       -1       -1
24701885 35.07024 35.09221 35.08337  177.94  -84.45   41.02   35.41   36.96 2.9183e+09 4.3183e+09 37.23803 4.11982 0.49870 6.0989e+05 5.4798e+06    18012 24706808 24706808
24831650 34.49500 35.70049 34.91076  130.79  -28.20  110.94   26.94   26.94 2.9042e+09 2.9042e+09 37.17606 4.51136 1.00000 2.8479e+05 3.1327e+06    15050       -1       -1
24706260 35.12321 35.07921 34.82528    7.82  170.46   59.07   27.51   28.26 2.8704e+09 3.913e+09 37.03380 5.14302 0.64140 5.0476e+05 4.7692e+06    21827       -1       -1
24702368 35.28773 35.24996 35.16496    6.99  342.11    1.59   37.36   42.01 2.8563e+09 6.6383e+09 36.97324 4.13601 0.41900 1.3921e+06 1.0038e+07    17521 24706808 24706808
24787700 35.79865 35.42031 34.07008   15.73  -19.93  -58.46   24.54   24.54 2.8352e+09 2.8395e+09 36.88028 3.55543 1.00000 2.7194e+05 3.0282e+06    15866       -1       -1
24783754 36.39742 35.98408 34.19418   33.08    7.05  -32.02   27.60   27.60 2.7803e+09 2.9248e+09 36.64225 3.74177 1.00000 2.6192e+05 2.9458e+06    15052       -1       -1
24830263 33.62013 35.38568 35.38796  109.93  -38.33   63.72   26.59   26.59 2.738e+09 2.738e+09 36.45634 4.35092 1.00000 2.5433e+05 2.8829e+06    14319       -1       -1
24882725 36.17628 33.63121 35.88768   15.53  115.38  149.81   24.85   24.85 2.7225e+09 2.7225e+09 36.38310 6.09535 1.00000 2.5157e+05 2.8599e+06    15046       -1       -1
24928256 33.88037 35.15813 35.30892  119.63   -1.77   59.24   24.14   24.14 2.6028e+09 2.6028e+09 35.84507 5.59049 1.00000 2.3076e+05 2.6841e+06    13820       -1       -1
24734055 36.06152 35.77742 33.96265   32.19  115.96   48.17   27.22   27.22 2.5676e+09 2.5676e+09 35.68028 2.68827 1.00000 2.2481e+05 2.6331e+06    15883       -1       -1
24880566 36.41342 33.92220 35.83537  -36.67   50.54   44.62   24.15   24.15 2.5183e+09 2.5183e+09 35.45211 5.79830 1.00000 2.166e+05 2.562e+06    13421       -1       -1
24908034 34.71941 34.11417 34.69989   30.33  133.53  162.11   24.27   24.27 2.5127e+09 2.5127e+09 35.42394 4.66185 1.00000 2.1567e+05 2.554e+06    13316       -1       -1
24906771 34.82011 34.31996 35.60168   50.09   78.45  -46.79   27.61   27.61 2.4408e+09 2.4408e+09 35.08169 3.25183 1.00000 2.0399e+05 2.4516e+06    13135       -1       -1
24705884 35.25476 35.21210 35.06049   36.89  293.16  -62.88   29.73   31.45 2.4366e+09 3.9591e+09 35.06338 6.03795 0.50860 5.1624e+05 4.8487e+06    23245 24706808 24706808
24833197 34.03534 35.84676 34.16461  116.14  -69.50  -18.53   24.16   24.16 2.3873e+09 2.4657e+09 34.82676 3.38706 1.00000 1.9549e+05 2.3761e+06    13098       -1       -1
24699032 34.95842 35.32103 35.14913  112.82   35.08 -116.61   31.77   33.73 2.3831e+09 5.6279e+09 34.80845 4.12204 0.45880 1.014e+06 7.9571e+06    24932 24706808 24706808
24707162 35.24815 35.34232 35.20572  296.15   44.62  234.52   31.90   33.03 2.3563e+09 3.7798e+09 34.67183 3.49768 0.48540 4.723e+05 4.5421e+06    15281 24706808 24706808
24907113 35.22420 34.88562 34.70082  -30.62  151.07   14.97   22.30   22.30 2.3563e+09 2.3852e+09 34.67465 3.70569 1.00000 1.9064e+05 2.3327e+06    12825       -1       -1
24787948 35.45628 35.96163 34.07096   50.03   32.74   53.96   31.59   33.44 2.338e+09 3.485e+09 34.58169 3.88519 0.56180 1.8781e+05 2.3072e+06    12643       -1       -1
24698601 35.24614 35.18837 35.28255  -62.32  258.63  110.81   36.61   43.97 2.269e+09 6.2521e+09 34.24225 3.45958 0.37920 1.2408e+06 9.2264e+06    13704 24706808 24706808
24907865 35.03904 33.82555 35.28349   40.18   84.31   12.24   24.49   24.49 2.2676e+09 2.2676e+09 34.23099 3.47286 1.00000 1.771e+05 2.2097e+06    11322       -1       -1
24699560 35.11946 35.14497 34.97669   92.93  119.40  134.64   31.77   45.18 2.2183e+09 1.0394e+10 33.98310 4.22937 0.45880 3.2902e+06 1.8839e+07    26029 24704361 24706808
24767214 35.24589 35.96307 36.38108   77.06  -68.40  -79.23   23.96   23.96 2.1859e+09 2.1859e+09 33.81549 4.25374 1.00000 1.6505e+05 2.0983e+06    11786       -1       -1
24704304 35.25859 35.16689 35.20413   85.50  275.78  237.25   35.98   42.11 2.1493e+09 6.11e+09 33.62817 3.11447 0.37920 1.1873e+06 8.9327e+06    13094 24706808 24706808
24833310 34.14090 35.82196 33.63885   98.65   -0.04   66.76   20.59   20.59 2.1085e+09 2.1085e+09 33.41408 4.63764 1.00000 1.5401e+05 1.9941e+06    11395       -1       -1
24780790 35.84189 35.69155 35.19637   44.26  -93.93   31.12   24.69   24.69 2.1e+09 2.1e+09 33.36901 2.75203 1.00000 1.5282e+05 1.9829e+06    11309       -1       -1
24734134 36.17276 35.92215 34.17424   24.43   89.02   71.33   31.36   36.16 2.0577e+09 5.3131e+09 33.14507 2.82050 0.44560 1.4698e+05 1.9268e+06    25432       -1       -1
24705911 35.05872 35.52913 35.48323    9.55   76.45  -87.61   24.44   25.12 2.0169e+09 2.7302e+09 32.92535 4.01592 0.68130 2.5294e+05 2.8713e+06    17900       -1       -1
24703417 35.64628 35.00307 35.52994   64.24  -47.01  -89.57   20.29   20.08 1.9859e+09 2.4593e+09 32.74930 5.77600 0.98670 1.3728e+05 1.8326e+06    15591 24703280 24703280
24742680 35.81323 34.57655 36.10072   18.28  -44.71  -26.63   34.04   36.55 1.9563e+09 4.8048e+09 32.59155 3.13249 0.52190 1.3339e+05 1.7942e+06    11990 24742682 24742682
24734717 35.90475 36.52803 34.07755   38.03   94.12  -51.56   21.63   22.00 1.9437e+09 3.0629e+09 32.52113 7.25153 0.98670 1.3173e+05 1.7778e+06    12592 24734997 24734997
24780769 36.13510 35.66349 35.18417   45.98  -31.86   62.10   23.17   23.17 1.931e+09 1.931e+09 32.44789 2.22549 1.00000 1.3009e+05 1.7615e+06    10065       -1       -1
24701002 34.82096 35.34928 35.24307  212.42   29.98   91.18   28.07   29.13 1.9e+09 2.9549e+09 32.27042 2.74972 0.48540 2.9441e+05 3.2101e+06    11076       -1       -1
24706598 35.17042 35.16786 35.00683  176.10 -102.34   24.25   30.07   33.22 1.8845e+09 4.3237e+09 32.18873 3.87630 0.47210 6.1136e+05 5.4895e+06    11459 24697142 24706808
24784288 35.67721 36.95138 34.51762  -25.25    3.48  -34.65   21.73   21.73 1.8704e+09 1.8704e+09 32.10563 5.85147 1.00000 1.2237e+05 1.684e+06    11434       -1       -1
24778560 36.04425 36.35041 34.85783   87.42  -52.34   -1.07   23.36   23.36 1.862e+09 1.862e+09 32.05634 5.06914 1.00000 1.2131e+05 1.6733e+06    10062       -1       -1
24699011 34.96286 35.24637 35.07723  151.57 -143.58   81.19   26.55   27.78 1.8169e+09 2.6328e+09 31.79437 4.39924 0.56180 2.359e+05 2.7279e+06    12961 24706808 24706808
24742649 35.81393 34.71813 36.05742  -33.39   97.26  -11.60   25.60   29.88 1.8169e+09 4.5282e+09 31.79859 3.27553 0.78750 1.1573e+05 1.6164e+06    18620       -1       -1
24829186 34.92838 35.67358 35.52146  -68.25  -37.64  -27.76   22.05   22.05 1.7648e+09 1.9062e+09 31.48732 4.08791 1.00000 1.0944e+05 1.5514e+06    10742       -1       -1
24881091 35.41517 34.20815 36.39617   44.57   49.97  -39.61   20.25   20.25 1.7366e+09 1.7366e+09 31.31831 4.74784 1.00000 1.0611e+05 1.5166e+06     8925       -1       -1
24928081 33.39937 34.44131 35.79924   57.48  -43.88   83.59   24.83   24.83 1.6563e+09 1.6563e+09 30.83099 2.66321 1.00000   96896 1.4186e+06     8694       -1       -1
24734931 35.82230 36.63469 33.88393    4.57    0.61  -51.89   25.55   27.25 1.6352e+09 3.3467e+09 30.69859 3.51031 0.72110   94537 1.3931e+06    10066       -1       -1
24788293 35.13815 35.37589 34.11997  137.25  -52.14   51.28   20.17   20.17 1.6338e+09 1.7704e+09 30.69296 4.07904 1.00000   94381 1.3914e+06     9403       -1       -1
24700023 34.91537 35.15044 35.05949   -4.00  113.59  -31.12   28.69   32.06 1.6169e+09 3.6013e+09 30.58451 3.22844 0.44560 4.3042e+05 4.2428e+06    14106 24706808 24706808
24832773 33.57551 35.51175 34.94914  106.65  -25.26   86.53   20.61   20.61 1.6113e+09 1.7122e+09 30.55211 4.00777 1.00000   91898 1.3644e+06     9554       -1       -1
24907267 35.33983 34.65083 34.84114  -22.37  134.55  -47.15   20.11   20.11 1.6e+09 1.7452e+09 30.47606 5.59629 1.00000   90668 1.351e+06    10138       -1       -1
24905110 36.04335 34.73607 35.49010  -85.93   17.26    7.94   21.23   21.23 1.5845e+09 1.5883e+09 30.37887 3.34545 1.00000   88990 1.3326e+06     8486       -1       -1
24700323 35.10306 35.28238 34.99103  238.57  121.66  131.29   26.33   27.52 1.5746e+09 2.7347e+09 30.31972 4.24991 0.53520 2.5374e+05 2.878e+06     9297 24706808 24706808
24705102 35.36844 35.34694 35.04568    4.24   48.02  -19.49   30.19   40.90 1.5577e+09 1.201e+10 30.20563 2.57404 0.40570 4.3401e+06 2.3062e+07    18873 24706808 24706808
24700884 35.17145 34.82177 35.40124  165.41  184.87   69.15   22.99   22.99 1.5366e+09 1.5455e+09 30.06620 3.70186 1.00000   83898 1.2761e+06     8585       -1       -1
24733417 36.00982 35.93059 34.00380  -62.74    9.52   33.50   19.56   19.71 1.4732e+09 1.8872e+09 29.64789 3.57792 0.54850   77380 1.2024e+06    12509       -1       -1
24706314 35.20785 34.92279 35.04715   77.00  173.93 -113.40   24.92   24.75 1.4718e+09 1.5732e+09 29.63521 2.87692 0.94690   87779 1.3192e+06    10481 24706808 24706808
24779373 35.89637 35.50713 35.74738  -74.28   97.16   98.24   21.28   21.28 1.4634e+09 1.4634e+09 29.58732 2.92368 1.00000   76389 1.1911e+06     8343       -1       -1
24707015 35.26659 35.12342 35.27546   -8.60  115.07  215.19   31.82   37.40 1.4592e+09 5.1372e+09 29.55352 2.52035 0.39240 8.5114e+05 6.9981e+06     8683 24706808 24706808
24780311 35.58048 35.36796 35.61554   56.10 -136.70   -0.03   20.36   20.36 1.4592e+09 1.4863e+09 29.55070 3.26121 1.00000   75966 1.1862e+06     8334       -1       -1
24777730 36.91545 35.83094 35.14262  -29.26  119.23   95.07   18.07   18.07 1.4577e+09 1.4577e+09 29.54507 13.28881 1.00000   75825 1.1846e+06     4038       -1       -1
24927775 33.50970 34.86177 36.22290   52.78  -18.08   30.35   21.10   21.10 1.4577e+09 1.4577e+09 29.54366 3.32859 1.00000   75825 1.1846e+06     7614       -1       -1
24830551 34.99124 36.68663 33.82842   85.98  124.61  146.61   21.63   21.63 1.4423e+09 1.454e+09 29.44225 2.07986 1.00000   74286 1.1669e+06     7463       -1       -1
24905981 34.97358 35.19321 35.54662  211.75    6.60  -90.27   21.52   21.52 1.4423e+09 1.4423e+09 29.43944 5.22538 1.00000   74286 1.1669e+06     8455       -1       -1
24778342 36.09479 36.59883 35.07483   50.19   37.42   30.55   22.63   22.63 1.4296e+09 1.4399e+09 29.35070 3.42903 1.00000   73037 1.1524e+06     7814       -1       -1
24698092 34.99452 35.61568 35.35693   34.62  -26.87  -79.48   23.18   24.29 1.3844e+09 1.6526e+09 29.04085 3.21835 0.57500   96474 1.4141e+06     8202       -1       -1
24701758 35.23841 34.81997 35.11035  140.20  -63.38   80.64   22.67   24.51 1.3738e+09 1.927e+09 28.96761 4.80945 0.77420 1.2957e+05 1.7563e+06    11379       -1       -1
24779625 35.45656 35.89745 35.74015  -79.05   55.21   44.68   21.12   21.12 1.3549e+09 1.3549e+09 28.83380 2.89179 1.00000   65891 1.0684e+06     7630       -1       -1
24699005 34.90151 35.24190 35.06801   86.25 -106.98   56.64   24.90   25.54 1.3469e+09 1.8259e+09 28.77746 2.39144 0.66800 1.1683e+05 1.6277e+06     9519 24706808 24706808
24703813 35.19818 35.29038 35.36746  -57.64  -17.72 -267.48   19.77   20.00 1.3414e+09 1.433e+09 28.73803 4.02517 0.93360   73375 1.1564e+06     8592 24706808 24706808
24832722 33.46256 35.87627 35.09186   96.13  -81.37  -42.62   16.75   16.75 1.3315e+09 1.35e+09 28.66761 3.44561 1.00000   63725 1.0425e+06     7086       -1       -1
24706557 35.16155 35.26710 35.06025  187.87  -77.51  -66.53   29.68   33.32 1.3089e+09 3.6892e+09 28.50423 2.51276 0.39240 4.508e+05 4.3894e+06     8326 24702506 24706808
24697632 35.20507 35.32015 35.12186   -1.74 -307.94   68.16   24.15   24.59 1.3087e+09 1.4096e+09 28.50282 3.01340 0.93360   71088 1.1298e+06     7883 24706808 24706808
24943167 34.08724 35.12863 34.65418  117.89  -87.09  -10.89   19.09   19.09 1.2977e+09 1.3357e+09 28.42254 4.42764 1.00000   60656 1.0054e+06     7596       -1       -1
24703031 35.64789 35.00834 35.47634  -31.11  151.77  -20.92   20.51   20.11 1.2907e+09 1.3431e+09 28.37183 3.25313 0.93360   60025 9.9766e+05     8418 24703280 24703280
24880945 35.65515 34.96589 36.88111  -19.30   40.01    6.56   17.95   17.95 1.2862e+09 1.3225e+09 28.33803 3.35899 1.00000   59624 9.9275e+05     6890       -1       -1
24784978 35.67586 36.32938 34.46739   60.81   30.33  -15.78   25.78   25.78 1.2824e+09 1.2839e+09 28.30986 4.45870 1.00000   59286 9.886e+05     5043       -1       -1
24830198 33.68521 35.27394 35.92754   64.39   -1.23   14.69   19.52   19.52 1.2823e+09 1.6815e+09 28.30845 3.55004 1.00000   59273 9.8845e+05     7119       -1       -1
24745256 36.38317 34.92255 35.45924  -26.29    8.24   50.16   23.80   25.52 1.2817e+09 1.9674e+09 28.30423 3.48706 0.62820   59223 9.8784e+05     7616 24745282 24745282
24747933 33.96299 35.33186 35.18354   73.62  -80.74  103.72   24.02   25.00 1.28e+09 2.2768e+09 28.29155 3.43690 0.57500   59073 9.86e+05     8041 24747935 24747935
24832411 34.20508 35.95382 34.86465  114.00  -39.03   64.41   21.74   21.74 1.2793e+09 1.2793e+09 28.28592 2.77072 1.00000   59011 9.8524e+05     6687       -1       -1
24734728 35.99906 36.60048 33.96317  103.42   10.18  -45.52   24.74   28.15 1.2768e+09 2.1027e+09 28.26761 2.03354 0.52190   58787 9.8248e+05     7893 24734997 24734997
